Date,Symbol,RV_1min,RS_pos_1min,RS_neg_1min,SignedJump_1min,BPV_1min,BPV_c_1min,MedRV_1min,RQ_1min,TQ_1min,RSkew_1min,RKurt_1min,NBars_1min,NZeroRet_1min,MaxAbsRet_1min,RV_5min,RS_pos_5min,RS_neg_5min,SignedJump_5min,BPV_5min,BPV_c_5min,MedRV_5min,RQ_5min,TQ_5min,RSkew_5min,RKurt_5min,NBars_5min,NZeroRet_5min,MaxAbsRet_5min,RV_ss5min,Jump_BPV_5min,Jump_MedRV_5min,ContVar_MedRV_5min,JumpShare_5min,RSV_Ratio_5min,RV_SE_5min,RV_RelSE_5min,NoiseRatio_1v5
2013-10-14,DAX,1.60406140724e-05,9.38584582462e-06,6.6547682478e-06,2.73107757682e-06,1.18234725135e-05,1.18575459213e-05,1.13972504297e-05,1.15778759939e-09,1.46022593097e-10,1.29858763443,13.4992042427,348,1,0.00154820178646,2.0144987266e-05,1.33738664556e-05,6.77112081035e-06,6.60274564527e-06,1.25626264757e-05,1.27395648768e-05,9.02382246604e-06,1.16574657479e-09,1.76115832497e-10,1.49800207815,8.6177007357,72,0,0.00226574493126,1.98806550078e-05,7.4054223892e-06,1.11211647999e-05,9.02382246604e-06,0.552056184156,0.336119388955,5.69050518844e-06,0.282477477563,0.796258337652
2013-10-15,DAX,5.95191491716e-06,3.75677943466e-06,2.19513548249e-06,1.56164395217e-06,5.05674684217e-06,5.08294760301e-06,4.95639065273e-06,7.66952571889e-11,2.84705430263e-11,0.997955143797,6.49495780827,194,0,0.000876507848725,6.23165883421e-06,4.01211251111e-06,2.2195463231e-06,1.79256618801e-06,6.5193665267e-06,6.68652977097e-06,6.52805613539e-06,4.62850677337e-11,5.54501336424e-11,0.582431447587,3.57564850906,40,0,0.00110199973994,6.2246139966e-06,0,0,6.23165883421e-06,0,0.356172631101,1.52126703333e-06,0.244119113995,0.955109237445
2013-10-16,DAX,4.91834440717e-06,2.09548856598e-06,2.82285584119e-06,-7.27367275214e-07,2.36443583767e-06,2.40319708091e-06,1.41770721465e-06,7.45693600692e-11,9.75180188335e-12,-0.565627788877,9.24791430945,62,0,0.00111139624258,3.53519843617e-06,1.32290947011e-06,2.21228896606e-06,-8.8937949595e-07,2.36623020396e-06,2.54824791196e-06,1.28345804312e-06,1.34270228743e-11,1.94619531677e-12,-0.790229598886,3.2230971091,14,0,0.00113964011233,3.34429650658e-06,9.86950524216e-07,2.25174039305e-06,1.28345804312e-06,0.636948797558,0.625789190057,1.38497152494e-06,0.391766275627,1.391249882
2013-10-17,DAX,1.65998481242e-05,7.19476607744e-06,9.40508204675e-06,-2.2103159693e-06,1.31403011587e-05,1.31698964316e-05,1.22349102048e-05,1.01419136333e-09,2.05154285576e-10,-1.08009507041,11.0416234746,445,0,0.00122274962917,1.69501534419e-05,7.46650253509e-06,9.48365090684e-06,-2.01714837175e-06,1.72067398776e-05,1.73958249312e-05,1.86275776712e-05,3.30450448379e-10,5.47173873377e-10,-0.416335492743,3.45048649672,92,0,0.00130793627162,1.69116831923e-05,0,0,1.69501534419e-05,0,0.559502363169,2.68024353362e-06,0.158125030715,0.979333206691
2013-10-18,DAX,1.74982082323e-05,7.16147481061e-06,1.03367334217e-05,-3.17525861113e-06,1.46329226805e-05,1.46626643932e-05,1.30432268974e-05,1.7381231367e-09,2.77969471442e-10,-1.54906278461,17.0299994727,493,1,0.00172174650597,1.6386349294e-05,8.37626823699e-06,8.01008105705e-06,3.66187179941e-07,1.73929277469e-05,1.75722362803e-05,1.8321010645e-05,2.26183204818e-10,3.04517262684e-10,0.0968460076636,2.52706953318,98,0,0.00094256138045,1.6386349294e-05,0,0,1.6386349294e-05,0,0.488826456297,2.14848406366e-06,0.131114260114,1.06785275465
2013-10-21,DAX,2.19019829252e-05,1.50581572546e-05,6.84382567064e-06,8.21433158392e-06,1.32142344516e-05,1.32519894071e-05,1.20728829517e-05,7.6328951744e-09,3.1765394247e-10,3.97697321305,47.7357423425,351,0,0.00277168257464,1.59375266723e-05,1.1620424025e-05,4.31710264733e-06,7.30332137763e-06,1.2073510771e-05,1.22435602185e-05,9.76009751495e-06,9.15251371394e-10,3.28489616556e-10,2.01746346315,10.8098531412,72,0,0.00235587148789,1.14974222983e-05,3.69396645383e-06,6.17742915734e-06,9.76009751495e-06,0.387602749433,0.270876575525,5.04218694669e-06,0.316371984836,1.37423976603
2013-10-22,DAX,1.70211041918e-05,1.0959918746e-05,6.06118544586e-06,4.89873330011e-06,1.50200601188e-05,1.50657137969e-05,1.40939277211e-05,7.19710089326e-10,3.46167563822e-10,0.723419956668,7.45252403402,330,0,0.00119212206821,2.16248125575e-05,1.48885253224e-05,6.73628723515e-06,8.15223808723e-06,2.61783525147e-05,2.65810963995e-05,2.61950350395e-05,5.87606895679e-10,1.07718361833e-09,0.77822152764,3.76967088178,66,0,0.00173096283819,2.15506878235e-05,0,0,2.16248125575e-05,0,0.311507312132,4.21974757136e-06,0.195134527069,0.787109906573
2013-10-23,DAX,1.11427432195e-05,5.50424134776e-06,5.63850187174e-06,-1.3426052398e-07,1.03381743622e-05,1.03599389398e-05,9.8406019848e-06,2.34722364644e-10,1.17028328234e-10,-0.100439852467,5.67141570474,476,1,0.00078869492808,9.33021875299e-06,4.36466767651e-06,4.96555107648e-06,-6.00883399965e-07,8.95709935666e-06,9.05138461305e-06,8.83155158159e-06,9.92440693928e-11,7.24598740018e-11,-0.297806221024,3.42012647253,96,0,0.00085361766226,9.31571639947e-06,2.78834139948e-07,4.98667171409e-07,8.83155158159e-06,0.0534464608613,0.532200927753,1.43790986471e-06,0.154113199569,1.19426387682
2013-10-24,DAX,5.02067410952e-06,2.11409337446e-06,2.90658073505e-06,-7.92487360587e-07,3.88912026852e-06,3.89722260241e-06,3.45874989643e-06,6.27210444751e-11,1.78159830394e-11,-0.903048289929,7.46466757348,481,0,0.00062474964303,4.97553402629e-06,2.22542761754e-06,2.75010640875e-06,-5.24678791219e-07,4.97203853016e-06,5.02437577784e-06,5.87058373555e-06,2.75402510094e-11,3.00754971514e-11,-0.224585711889,3.33741142033,96,0,0.00069079310849,4.97531152656e-06,0,0,4.97553402629e-06,0,0.552725877107,7.57466322263e-07,0.152238195591,1.00907240971
2013-10-25,DAX,2.71805870678e-06,1.91247612123e-06,8.05582585549e-07,1.10689353568e-06,1.71025887392e-06,1.71389772259e-06,1.70712016532e-06,1.02727243736e-10,4.61429777701e-12,3.73634241048,41.7147096438,471,1,0.000882722602729,3.45105741777e-06,2.4050761808e-06,1.04598123697e-06,1.35909494382e-06,2.60869806575e-06,2.63674858258e-06,2.37044150364e-06,3.08242359144e-11,7.76322441053e-12,1.59824713463,7.76442330697,94,0,0.00087468114185,3.45105741777e-06,8.14308835188e-07,1.08061591413e-06,2.37044150364e-06,0.313126031624,0.303090070767,8.09836283881e-07,0.234663230959,0.787601705141
2013-10-28,DAX,1.03178103944e-05,4.68816282414e-06,5.62964757028e-06,-9.41484746139e-07,9.51466372573e-06,9.5425659654e-06,8.71495757712e-06,2.78825862824e-10,1.60421537245e-10,-0.739631182743,7.85740653902,342,13,0.00106000212776,1.36018981096e-05,5.2666207795e-06,8.33527733011e-06,-3.06865655062e-06,1.3379653752e-05,1.35793500767e-05,1.09831019126e-05,3.65043176029e-10,2.3681236572e-10,-0.980483964054,5.9192468882,68,0,0.00161665009388,1.35969343025e-05,2.25480329522e-08,2.61879619702e-06,1.09831019126e-05,0.192531672853,0.612802512042,3.27666965086e-06,0.240897970596,0.758556659614
2013-10-29,DAX,1.9410104905e-05,1.07866593451e-05,8.62344555992e-06,2.16321378521e-06,1.87349185432e-05,1.87717983041e-05,1.75832207447e-05,7.24736484125e-10,5.57001790152e-10,0.413486219909,5.7709274465,509,6,0.00100022193544,1.47996869355e-05,9.98386129484e-06,4.81582564068e-06,5.16803565416e-06,1.32310872303e-05,1.33633981026e-05,1.16079705587e-05,3.82755018034e-10,1.56899933106e-10,1.11376426658,5.24248372058,101,2,0.00157462462773,1.47996869355e-05,1.43628883288e-06,3.1917163768e-06,1.16079705587e-05,0.215661073826,0.325400507569,2.75305417451e-06,0.186021108859,1.31152131728
2013-10-30,DAX,2.16048959099e-05,1.00412522138e-05,1.15636436961e-05,-1.52239148233e-06,2.04124185788e-05,2.04526005051e-05,2.06149017544e-05,8.44301699478e-10,4.67833835032e-10,-0.355975844219,5.42643445545,509,13,0.00103742595658,1.74868541745e-05,8.44982830555e-06,9.03702586894e-06,-5.87197563388e-07,1.38181679634e-05,1.3956349643e-05,1.2378604102e-05,5.52409279709e-10,1.68949919705e-10,0.0663189503604,5.4194952929,101,0,0.00157468653187,1.74868541745e-05,3.53050453149e-06,5.10825007249e-06,1.2378604102e-05,0.292119441354,0.516789685484,3.30738531442e-06,0.189135523257,1.23549357101
2013-10-31,DAX,3.04485194311e-05,1.78536195369e-05,1.25948998942e-05,5.25871964272e-06,2.74178017268e-05,2.74717737774e-05,2.64293165981e-05,2.20825892774e-09,9.15728883555e-10,0.794340967904,7.14560310465,509,3,0.0013888818591,2.32164200881e-05,1.56845444994e-05,7.53187558866e-06,8.15266891075e-06,1.93187694317e-05,1.9511957126e-05,1.71468512695e-05,8.63488942302e-10,4.93535847246e-10,1.06276611709,4.80604162831,101,1,0.00158959245778,2.32164200881e-05,3.70446296203e-06,6.06956881856e-06,1.71468512695e-05,0.261434312247,0.324420197433,4.13506843192e-06,0.178109648957,1.31150794634
2013-11-01,DAX,2.46319766297e-05,1.05134096356e-05,1.41185669941e-05,-3.60515735851e-06,2.42712439263e-05,2.43190219656e-05,2.35439934996e-05,9.12309605344e-10,8.43802389117e-10,-0.475702394718,4.51091843536,509,6,0.000978200244083,1.86339422015e-05,7.22723856917e-06,1.14067036323e-05,-4.17946506315e-06,1.92939175151e-05,1.94868566903e-05,1.97247923288e-05,3.79407435262e-10,5.84007849689e-10,-0.498647117548,3.27806532656,101,0,0.00106754991247,1.86339422015e-05,0,0,1.86339422015e-05,0,0.612146560775,2.74098860268e-06,0.147096549568,1.32188757287
2013-11-04,DAX,1.30511158383e-05,5.41241671183e-06,7.63869912651e-06,-2.22628241468e-06,1.09959007382e-05,1.10175462121e-05,1.09429817272e-05,5.28466787793e-10,3.08813617178e-10,-1.04233310423,9.30772759821,509,5,0.00107937404577,1.06388865669e-05,3.49088603635e-06,7.14800053051e-06,-3.65711449416e-06,7.79051845611e-06,7.86842364067e-06,6.60219626414e-06,4.88364256232e-10,6.34865560842e-11,-2.00249407788,12.9441270789,101,0,0.0018859959036,1.06388865669e-05,2.77046292619e-06,4.03669030272e-06,6.60219626414e-06,0.379427891947,0.671874870137,3.1097555099e-06,0.292300842795,1.22673700451
2013-11-05,DAX,2.41248390626e-05,9.68839799849e-06,1.44364410641e-05,-4.74804306565e-06,2.10317828263e-05,2.10731839736e-05,1.9088556283e-05,2.94501305129e-09,1.14794793233e-09,-1.36819090877,15.1802746391,509,13,0.0018637816498,1.97143100336e-05,7.48475350111e-06,1.22295565325e-05,-4.74480303141e-06,1.66511489536e-05,1.68176604431e-05,1.73217203027e-05,8.57331235527e-10,2.87572497879e-10,-0.972646784704,6.61769484825,101,1,0.00206134825612,1.97143100336e-05,2.89664959053e-06,2.39258973097e-06,1.73217203027e-05,0.121363097511,0.620339058869,4.12029806556e-06,0.209000368693,1.223722211
2013-11-06,DAX,1.87986460227e-05,9.79487099669e-06,9.00377502596e-06,7.9109597073e-07,1.63553543807e-05,1.63875499602e-05,1.62707242894e-05,1.13376957187e-09,4.38528924618e-10,0.166625558226,9.62482654349,509,31,0.00116068167003,1.46479224497e-05,7.35668115309e-06,7.29124129661e-06,6.54398564733e-08,1.239548482e-05,1.25194396682e-05,1.07896998388e-05,4.08857888066e-10,1.71662606779e-10,0.152714502393,5.71664958099,101,3,0.00141492803384,1.46479224497e-05,2.12848278146e-06,3.85822261092e-06,1.07896998388e-05,0.263397258155,0.497766241025,2.84538148642e-06,0.194251539506,1.28336602595
2013-11-07,DAX,9.86594515676e-05,7.11124916625e-05,2.75469599051e-05,4.35655317573e-05,6.26618216362e-05,6.27851716788e-05,5.81953181404e-05,2.34736955663e-07,1.4770032836e-08,5.45412521441,72.3477998865,509,5,0.00601710408421,0.000119047003958,8.43029024893e-05,3.47441014689e-05,4.95588010204e-05,6.93245281724e-05,7.00177734541e-05,4.56241425835e-05,1.11831663444e-07,5.88379426338e-09,3.10896263887,23.6727711398,101,0,0.00733133785014,0.000119047003958,4.90292305041e-05,7.34228613747e-05,4.56241425835e-05,0.616755222168,0.291851960265,4.70583508533e-05,0.395292189544,0.82874367508
2013-11-08,DAX,5.37727141056e-05,2.67378323845e-05,2.70348817211e-05,-2.97049336508e-07,5.16780760922e-05,5.17798045884e-05,5.26657992012e-05,1.14666458688e-08,4.85922146209e-09,-0.578953544836,11.8968980502,509,4,0.00247694442309,3.5459975256e-05,2.34773341586e-05,1.19826410974e-05,1.14946930613e-05,2.64186655225e-05,2.66828521777e-05,2.52559216807e-05,3.24602423685e-09,7.03887479636e-10,1.25200885249,7.74454943874,101,0,0.0023190498234,3.5459975256e-05,8.77712307824e-06,1.02040535753e-05,2.52559216807e-05,0.287762568971,0.337920176505,8.01733794102e-06,0.226095418374,1.51643405607
