Date,OriginDate,xi,beta,u,n_exceed,n_hist,converged,sigma,mu
2013-09-30,2013-09-27,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.00725888145,0.000501258549249789
2013-10-01,2013-09-30,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.007253864294,0.000498610612484289
2013-10-02,2013-10-01,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.007253600923,0.0005134264297874808
2013-10-03,2013-10-02,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.00712043051,0.0005025047779851251
2013-10-04,2013-10-03,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008094766228,0.0004899994862288155
2013-10-07,2013-10-04,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008001892444,0.0005115208586396504
2013-10-08,2013-10-07,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008330317522,0.0004939471948804987
2013-10-09,2013-10-08,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.01035517969,0.00048263685766595024
2013-10-10,2013-10-09,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.01016832253,0.0004987676465761717
2013-10-11,2013-10-10,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.01030383565,0.0005243726175426337
2013-10-14,2013-10-11,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.01007399164,0.0005097170316536587
2013-10-15,2013-10-14,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009851154578,0.0005094148623951446
2013-10-16,2013-10-15,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009686114416,0.00049887358638517
2013-10-17,2013-10-16,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009555496133,0.0005140089374396153
2013-10-18,2013-10-17,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009346184739,0.0005085166330626376
2013-10-21,2013-10-18,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009348731642,0.000518564456424106
2013-10-22,2013-10-21,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.009121905832,0.0005046569026556404
2013-10-23,2013-10-22,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008903568879,0.0005041825678869204
2013-10-24,2013-10-23,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008957585846,0.0004960930435584827
2013-10-25,2013-10-24,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008764869295,0.0005074053240417334
2013-10-28,2013-10-25,0.050389645445004475,0.5274210079778927,1.676858693010606,300,5982,True,0.008597132979,0.0005089260486537545
2013-10-29,2013-10-28,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.008421674544,0.0005083979916540374
2013-10-30,2013-10-29,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.00823902235,0.0005122109172119964
2013-10-31,2013-10-30,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.008096300029,0.0005064522418201066
2013-11-01,2013-10-31,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.007973434762,0.0005059691299374725
2013-11-04,2013-11-01,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.00780625759,0.000509586683009957
2013-11-05,2013-11-04,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.007648011337,0.0005106916558926325
2013-11-06,2013-11-05,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.007496750285,0.0005103459639808801
2013-11-07,2013-11-06,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.007368589475,0.0005075442031401804
2013-11-08,2013-11-07,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.009595283016,0.00048472358575387883
2013-11-11,2013-11-08,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.009519649509,0.0005259928487885424
2013-11-12,2013-11-11,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.009299119208,0.0005073780590426485
2013-11-13,2013-11-12,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.009072490346,0.0005096725997498427
2013-11-14,2013-11-13,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.008986971791,0.0005238800114258368
2013-11-15,2013-11-14,0.04802182572912252,0.5280644615581552,1.678126636627506,301,6003,True,0.00877929771,0.0005123768291312586
